Unreal -> Engine : 1.0, 1.97
Daily;Weekly;AIX;HPUX;Solaris -> Automated;Deployment : 0.0, 0.91
Daily;Weekly;Automated;AIX;Solaris -> HPUX;Deployment : 0.0, 0.91
Weekly;Automated;AIX;HPUX;Deployment -> Daily;Solaris : 1.0, 1.0
Weekly;Automated;HPUX;Solaris;Deployment -> Daily;AIX : 1.0, 1.0
Weekly;AIX;HPUX;Solaris;Deployment -> Daily;Automated : 1.0, 1.0
Weekly;Automated;AIX;Solaris;Deployment -> Daily;HPUX : 1.0, 1.0
Weekly;Automated;AIX;HPUX;Solaris -> Daily;Deployment : 0.0, 0.91
Daily;Weekly;Automated;HPUX;Deployment -> AIX;Solaris : 1.0, 1.0
Daily;Weekly;AIX;HPUX;Deployment -> Automated;Solaris : 1.0, 1.0
Daily;Weekly;HPUX;Solaris;Deployment -> Automated;AIX : 1.0, 1.0
Daily;Weekly;Automated;AIX;Deployment -> HPUX;Solaris : 1.0, 1.0
Daily;Weekly;Automated;Solaris;Deployment -> AIX;HPUX : 1.0, 1.0
Daily;Weekly;AIX;Solaris;Deployment -> Automated;HPUX : 1.0, 1.0
Daily;Weekly;Automated;AIX;HPUX -> Solaris;Deployment : 0.0, 0.94
Daily;Weekly;Automated;HPUX;Solaris -> AIX;Deployment : 0.0, 0.94
Daily;Weekly;AIX;HPUX;Solaris -> Automated;Deployment : 0.0, 0.94
Daily;Weekly;Automated;AIX;Solaris -> HPUX;Deployment : 0.0, 0.94
Weekly;Automated;AIX;HPUX;Deployment -> Daily;Solaris : 1.0, 1.0
Weekly;Automated;HPUX;Solaris;Deployment -> Daily;AIX : 1.0, 1.0
Weekly;AIX;HPUX;Solaris;Deployment -> Daily;Automated : 1.0, 1.0
Weekly;Automated;AIX;Solaris;Deployment -> Daily;HPUX : 1.0, 1.0
Weekly;Automated;AIX;HPUX;Solaris -> Daily;Deployment : 0.0, 0.94
Daily;Weekly;Automated;AIX;HPUX;Deployment -> Solaris : 1.0, 1.0
Daily;Weekly;Automated;HPUX;Solaris;Deployment -> AIX : 1.0, 1.0
Daily;Weekly;AIX;HPUX;Solaris;Deployment -> Automated : 1.0, 1.0
Daily;Weekly;Automated;AIX;Solaris;Deployment -> HPUX : 1.0, 1.0
Daily;Weekly;Automated;AIX;HPUX;Solaris -> Deployment : 0.0, 0.91
Weekly;Automated;AIX;HPUX;Solaris;Deployment -> Daily : 1.0, 1.0
Daily;Weekly;Automated;AIX;HPUX;Deployment -> Solaris : 1.0, 1.0
Daily;Weekly;Automated;HPUX;Solaris;Deployment -> AIX : 1.0, 1.0
Daily;Weekly;AIX;HPUX;Solaris;Deployment -> Automated : 1.0, 1.0
Daily;Weekly;Automated;AIX;Solaris;Deployment -> HPUX : 1.0, 1.0
Daily;Weekly;Automated;AIX;HPUX;Solaris -> Deployment : 0.0, 0.94
Weekly;Automated;AIX;HPUX;Solaris;Deployment -> Daily : 1.0, 1.0
Daily;Weekly;Automated;AIX;HPUX;Solaris;Deployment ->  : 1.0, 1.0
Daily;Weekly -> Automated;Service;AIX;HPUX;Deployment : 0.0, 0.94
Weekly;Deployment -> Daily;Automated;Service;AIX;HPUX : 1.0, 1.0
Weekly;HPUX -> Daily;Automated;Service;AIX;Deployment : 0.0, 0.94
Weekly;Automated -> Daily;Service;AIX;HPUX;Deployment : 0.0, 0.94
Weekly;AIX -> Daily;Automated;Service;HPUX;Deployment : 0.0, 0.94
Weekly;Service -> Daily;Automated;AIX;HPUX;Deployment : 0.0, 0.94
Daily;Weekly;Deployment -> Automated;Service;AIX;HPUX : 1.0, 1.0
Daily;Weekly;HPUX -> Automated;Service;AIX;Deployment : 0.0, 0.91
Daily;Weekly;Automated -> Service;AIX;HPUX;Deployment : 0.0, 0.91
Daily;Weekly;AIX -> Automated;Service;HPUX;Deployment : 0.0, 0.91
Daily;Weekly;Service -> Automated;AIX;HPUX;Deployment : 0.0, 0.91
Weekly;HPUX;Deployment -> Daily;Automated;Service;AIX : 1.0, 1.0
Weekly;Automated;Deployment -> Daily;Service;AIX;HPUX : 1.0, 1.0
Weekly;AIX;Deployment -> Daily;Automated;Service;HPUX : 1.0, 1.0
Weekly;Service;Deployment -> Daily;Automated;AIX;HPUX : 1.0, 1.0
Weekly;Automated;HPUX -> Daily;Service;AIX;Deployment : 0.0, 0.91
Weekly;AIX;HPUX -> Daily;Automated;Service;Deployment : 0.0, 0.91
Weekly;Service;HPUX -> Daily;Automated;AIX;Deployment : 0.0, 0.91
Weekly;Automated;AIX -> Daily;Service;HPUX;Deployment : 0.0, 0.91
Weekly;Automated;Service -> Daily;AIX;HPUX;Deployment : 0.0, 0.91
Weekly;Service;AIX -> Daily;Automated;HPUX;Deployment : 0.0, 0.91
Daily;Weekly;Deployment -> Automated;Service;AIX;HPUX : 1.0, 1.0
Daily;Weekly;HPUX -> Automated;Service;AIX;Deployment : 0.0, 0.94
Daily;Weekly;Automated -> Service;AIX;HPUX;Deployment : 0.0, 0.94
Daily;Weekly;AIX -> Automated;Service;HPUX;Deployment : 0.0, 0.94
Daily;Weekly;Service -> Automated;AIX;HPUX;Deployment : 0.0, 0.94
Weekly;HPUX;Deployment -> Daily;Automated;Service;AIX : 1.0, 1.0
Weekly;Automated;Deployment -> Daily;Service;AIX;HPUX : 1.0, 1.0
Weekly;AIX;Deployment -> Daily;Automated;Service;HPUX : 1.0, 1.0
Weekly;Service;Deployment -> Daily;Automated;AIX;HPUX : 1.0, 1.0
Weekly;Automated;HPUX -> Daily;Service;AIX;Deployment : 0.0, 0.94
Weekly;AIX;HPUX -> Daily;Automated;Service;Deployment : 0.0, 0.94
Weekly;Service;HPUX -> Daily;Automated;AIX;Deployment : 0.0, 0.94
Weekly;Automated;AIX -> Daily;Service;HPUX;Deployment : 0.0, 0.94
Weekly;Automated;Service -> Daily;AIX;HPUX;Deployment : 0.0, 0.94
Weekly;Service;AIX -> Daily;Automated;HPUX;Deployment : 0.0, 0.94
Daily;Weekly;HPUX;Deployment -> Automated;Service;AIX : 1.0, 1.0
Daily;Weekly;Automated;Deployment -> Service;AIX;HPUX : 1.0, 1.0
Daily;Weekly;AIX;Deployment -> Automated;Service;HPUX : 1.0, 1.0
Daily;Weekly;Service;Deployment -> Automated;AIX;HPUX : 1.0, 1.0
Daily;Weekly;Automated;HPUX -> Service;AIX;Deployment : 0.0, 0.91
Daily;Weekly;AIX;HPUX -> Automated;Service;Deployment : 0.0, 0.91
Daily;Weekly;Service;HPUX -> Automated;AIX;Deployment : 0.0, 0.91
Daily;Weekly;Automated;AIX -> Service;HPUX;Deployment : 0.0, 0.91
Daily;Weekly;Automated;Service -> AIX;HPUX;Deployment : 0.0, 0.91
Daily;Weekly;Service;AIX -> Automated;HPUX;Deployment : 0.0, 0.91
Weekly;Automated;HPUX;Deployment -> Daily;Service;AIX : 1.0, 1.0
Weekly;AIX;HPUX;Deployment -> Daily;Automated;Service : 1.0, 1.0
Weekly;Service;HPUX;Deployment -> Daily;Automated;AIX : 1.0, 1.0
Weekly;Automated;AIX;Deployment -> Daily;Service;HPUX : 1.0, 1.0
Weekly;Automated;Service;Deployment -> Daily;AIX;HPUX : 1.0, 1.0
Weekly;Service;AIX;Deployment -> Daily;Automated;HPUX : 1.0, 1.0
Weekly;Automated;AIX;HPUX -> Daily;Service;Deployment : 0.0, 0.91
Weekly;Automated;Service;HPUX -> Daily;AIX;Deployment : 0.0, 0.91
Weekly;Service;AIX;HPUX -> Daily;Automated;Deployment : 0.0, 0.91
Weekly;Automated;Service;AIX -> Daily;HPUX;Deployment : 0.0, 0.91
Daily;Weekly;HPUX;Deployment -> Automated;Service;AIX : 1.0, 1.0
Daily;Weekly;Automated;Deployment -> Service;AIX;HPUX : 1.0, 1.0
Daily;Weekly;AIX;Deployment -> Automated;Service;HPUX : 1.0, 1.0
Daily;Weekly;Service;Deployment -> Automated;AIX;HPUX : 1.0, 1.0
Daily;Weekly;Automated;HPUX -> Service;AIX;Deployment : 0.0, 0.94
Daily;Weekly;AIX;HPUX -> Automated;Service;Deployment : 0.0, 0.94
Daily;Weekly;Service;HPUX -> Automated;AIX;Deployment : 0.0, 0.94
Daily;Weekly;Automated;AIX -> Service;HPUX;Deployment : 0.0, 0.94
Daily;Weekly;Automated;Service -> AIX;HPUX;Deployment : 0.0, 0.94
Daily;Weekly;Service;AIX -> Automated;HPUX;Deployment : 0.0, 0.94
Weekly;Automated;HPUX;Deployment -> Daily;Service;AIX : 1.0, 1.0
Weekly;AIX;HPUX;Deployment -> Daily;Automated;Service : 1.0, 1.0
Weekly;Service;HPUX;Deployment -> Daily;Automated;AIX : 1.0, 1.0
Weekly;Automated;AIX;Deployment -> Daily;Service;HPUX : 1.0, 1.0
Weekly;Automated;Service;Deployment -> Daily;AIX;HPUX : 1.0, 1.0
Weekly;Service;AIX;Deployment -> Daily;Automated;HPUX : 1.0, 1.0
Weekly;Automated;AIX;HPUX -> Daily;Service;Deployment : 0.0, 0.94
Weekly;Automated;Service;HPUX -> Daily;AIX;Deployment : 0.0, 0.94
Weekly;Service;AIX;HPUX -> Daily;Automated;Deployment : 0.0, 0.94
Weekly;Automated;Service;AIX -> Daily;HPUX;Deployment : 0.0, 0.94
Daily;Weekly;Automated;HPUX;Deployment -> Service;AIX : 1.0, 1.0
Daily;Weekly;AIX;HPUX;Deployment -> Automated;Service : 1.0, 1.0
Daily;Weekly;Service;HPUX;Deployment -> Automated;AIX : 1.0, 1.0
Daily;Weekly;Automated;AIX;Deployment -> Service;HPUX : 1.0, 1.0
Daily;Weekly;Automated;Service;Deployment -> AIX;HPUX : 1.0, 1.0
Daily;Weekly;Service;AIX;Deployment -> Automated;HPUX : 1.0, 1.0
Daily;Weekly;Automated;AIX;HPUX -> Service;Deployment : 0.0, 0.91
Daily;Weekly;Automated;Service;HPUX -> AIX;Deployment : 0.0, 0.91
Daily;Weekly;Service;AIX;HPUX -> Automated;Deployment : 0.0, 0.91
Daily;Weekly;Automated;Service;AIX -> HPUX;Deployment : 0.0, 0.91
Weekly;Automated;AIX;HPUX;Deployment -> Daily;Service : 1.0, 1.0
Weekly;Automated;Service;HPUX;Deployment -> Daily;AIX : 1.0, 1.0
Weekly;Service;AIX;HPUX;Deployment -> Daily;Automated : 1.0, 1.0
Weekly;Automated;Service;AIX;Deployment -> Daily;HPUX : 1.0, 1.0
Weekly;Automated;Service;AIX;HPUX -> Daily;Deployment : 0.0, 0.91
Daily;Weekly;Automated;HPUX;Deployment -> Service;AIX : 1.0, 1.0
Daily;Weekly;AIX;HPUX;Deployment -> Automated;Service : 1.0, 1.0
Daily;Weekly;Service;HPUX;Deployment -> Automated;AIX : 1.0, 1.0
Daily;Weekly;Automated;AIX;Deployment -> Service;HPUX : 1.0, 1.0
Daily;Weekly;Automated;Service;Deployment -> AIX;HPUX : 1.0, 1.0
Daily;Weekly;Service;AIX;Deployment -> Automated;HPUX : 1.0, 1.0
Daily;Weekly;Automated;AIX;HPUX -> Service;Deployment : 0.0, 0.94
Daily;Weekly;Automated;Service;HPUX -> AIX;Deployment : 0.0, 0.94
Daily;Weekly;Service;AIX;HPUX -> Automated;Deployment : 0.0, 0.94
Daily;Weekly;Automated;Service;AIX -> HPUX;Deployment : 0.0, 0.94
Weekly;Automated;AIX;HPUX;Deployment -> Daily;Service : 1.0, 1.0
Weekly;Automated;Service;HPUX;Deployment -> Daily;AIX : 1.0, 1.0
Weekly;Service;AIX;HPUX;Deployment -> Daily;Automated : 1.0, 1.0
Weekly;Automated;Service;AIX;Deployment -> Daily;HPUX : 1.0, 1.0
Weekly;Automated;Service;AIX;HPUX -> Daily;Deployment : 0.0, 0.94
Daily;Weekly;Automated;AIX;HPUX;Deployment -> Service : 1.0, 1.0
Daily;Weekly;Automated;Service;HPUX;Deployment -> AIX : 1.0, 1.0
Daily;Weekly;Service;AIX;HPUX;Deployment -> Automated : 1.0, 1.0
Daily;Weekly;Automated;Service;AIX;Deployment -> HPUX : 1.0, 1.0
Daily;Weekly;Automated;Service;AIX;HPUX -> Deployment : 0.0, 0.91
Weekly;Automated;Service;AIX;HPUX;Deployment -> Daily : 1.0, 1.0
Daily;Weekly;Automated;AIX;HPUX;Deployment -> Service : 1.0, 1.0
Daily;Weekly;Automated;Service;HPUX;Deployment -> AIX : 1.0, 1.0
Daily;Weekly;Service;AIX;HPUX;Deployment -> Automated : 1.0, 1.0
Daily;Weekly;Automated;Service;AIX;Deployment -> HPUX : 1.0, 1.0
Daily;Weekly;Automated;Service;AIX;HPUX -> Deployment : 0.0, 0.94
Weekly;Automated;Service;AIX;HPUX;Deployment -> Daily : 1.0, 1.0
Daily;Weekly;Automated;Service;AIX;HPUX;Deployment ->  : 1.0, 1.0
Daily;Weekly -> Linux;Automated;AIX;HPUX;Deployment : 0.0, 0.94
Weekly;Deployment -> Linux;Daily;Automated;AIX;HPUX : 1.0, 1.0
Weekly;HPUX -> Linux;Daily;Automated;AIX;Deployment : 0.0, 0.94
Weekly;Automated -> Linux;Daily;AIX;HPUX;Deployment : 0.0, 0.94
Weekly;AIX -> Linux;Daily;Automated;HPUX;Deployment : 0.0, 0.94
Linux;Weekly -> Daily;Automated;AIX;HPUX;Deployment : 0.0, 0.94
Daily;Weekly;Deployment -> Linux;Automated;AIX;HPUX : 1.0, 1.0
Daily;Weekly;HPUX -> Linux;Automated;AIX;Deployment : 0.0, 0.91
Daily;Weekly;Automated -> Linux;AIX;HPUX;Deployment : 0.0, 0.91
Daily;Weekly;AIX -> Linux;Automated;HPUX;Deployment : 0.0, 0.91
Linux;Daily;Weekly -> Automated;AIX;HPUX;Deployment : 0.0, 0.91
Weekly;HPUX;Deployment -> Linux;Daily;Automated;AIX : 1.0, 1.0
Weekly;Automated;Deployment -> Linux;Daily;AIX;HPUX : 1.0, 1.0
Weekly;AIX;Deployment -> Linux;Daily;Automated;HPUX : 1.0, 1.0
Linux;Weekly;Deployment -> Daily;Automated;AIX;HPUX : 1.0, 1.0
Weekly;Automated;HPUX -> Linux;Daily;AIX;Deployment : 0.0, 0.91
Weekly;AIX;HPUX -> Linux;Daily;Automated;Deployment : 0.0, 0.91
Linux;Weekly;HPUX -> Daily;Automated;AIX;Deployment : 0.0, 0.91
Weekly;Automated;AIX -> Linux;Daily;HPUX;Deployment : 0.0, 0.91
Linux;Weekly;Automated -> Daily;AIX;HPUX;Deployment : 0.0, 0.91
Linux;Weekly;AIX -> Daily;Automated;HPUX;Deployment : 0.0, 0.91
Daily;Weekly;Deployment -> Linux;Automated;AIX;HPUX : 1.0, 1.0
Daily;Weekly;HPUX -> Linux;Automated;AIX;Deployment : 0.0, 0.94
Daily;Weekly;Automated -> Linux;AIX;HPUX;Deployment : 0.0, 0.94
Daily;Weekly;AIX -> Linux;Automated;HPUX;Deployment : 0.0, 0.94
Linux;Daily;Weekly -> Automated;AIX;HPUX;Deployment : 0.0, 0.94
Weekly;HPUX;Deployment -> Linux;Daily;Automated;AIX : 1.0, 1.0
Weekly;Automated;Deployment -> Linux;Daily;AIX;HPUX : 1.0, 1.0
Weekly;AIX;Deployment -> Linux;Daily;Automated;HPUX : 1.0, 1.0
Linux;Weekly;Deployment -> Daily;Automated;AIX;HPUX : 1.0, 1.0
Weekly;Automated;HPUX -> Linux;Daily;AIX;Deployment : 0.0, 0.94
Weekly;AIX;HPUX -> Linux;Daily;Automated;Deployment : 0.0, 0.94
Linux;Weekly;HPUX -> Daily;Automated;AIX;Deployment : 0.0, 0.94
Weekly;Automated;AIX -> Linux;Daily;HPUX;Deployment : 0.0, 0.94
Linux;Weekly;Automated -> Daily;AIX;HPUX;Deployment : 0.0, 0.94
Linux;Weekly;AIX -> Daily;Automated;HPUX;Deployment : 0.0, 0.94
Daily;Weekly;HPUX;Deployment -> Linux;Automated;AIX : 1.0, 1.0
Daily;Weekly;Automated;Deployment -> Linux;AIX;HPUX : 1.0, 1.0
Daily;Weekly;AIX;Deployment -> Linux;Automated;HPUX : 1.0, 1.0
Linux;Daily;Weekly;Deployment -> Automated;AIX;HPUX : 1.0, 1.0
Daily;Weekly;Automated;HPUX -> Linux;AIX;Deployment : 0.0, 0.91
Daily;Weekly;AIX;HPUX -> Linux;Automated;Deployment : 0.0, 0.91
Linux;Daily;Weekly;HPUX -> Automated;AIX;Deployment : 0.0, 0.91
Daily;Weekly;Automated;AIX -> Linux;HPUX;Deployment : 0.0, 0.91
Linux;Daily;Weekly;Automated -> AIX;HPUX;Deployment : 0.0, 0.91
Linux;Daily;Weekly;AIX -> Automated;HPUX;Deployment : 0.0, 0.91
Weekly;Automated;HPUX;Deployment -> Linux;Daily;AIX : 1.0, 1.0
Weekly;AIX;HPUX;Deployment -> Linux;Daily;Automated : 1.0, 1.0
Linux;Weekly;HPUX;Deployment -> Daily;Automated;AIX : 1.0, 1.0
Weekly;Automated;AIX;Deployment -> Linux;Daily;HPUX : 1.0, 1.0
Linux;Weekly;Automated;Deployment -> Daily;AIX;HPUX : 1.0, 1.0
Linux;Weekly;AIX;Deployment -> Daily;Automated;HPUX : 1.0, 1.0
Weekly;Automated;AIX;HPUX -> Linux;Daily;Deployment : 0.0, 0.91
Linux;Weekly;Automated;HPUX -> Daily;AIX;Deployment : 0.0, 0.91
Linux;Weekly;AIX;HPUX -> Daily;Automated;Deployment : 0.0, 0.91
Linux;Weekly;Automated;AIX -> Daily;HPUX;Deployment : 0.0, 0.91
Daily;Weekly;HPUX;Deployment -> Linux;Automated;AIX : 1.0, 1.0
Daily;Weekly;Automated;Deployment -> Linux;AIX;HPUX : 1.0, 1.0
Daily;Weekly;AIX;Deployment -> Linux;Automated;HPUX : 1.0, 1.0
Linux;Daily;Weekly;Deployment -> Automated;AIX;HPUX : 1.0, 1.0
Daily;Weekly;Automated;HPUX -> Linux;AIX;Deployment : 0.0, 0.94
Daily;Weekly;AIX;HPUX -> Linux;Automated;Deployment : 0.0, 0.94
Linux;Daily;Weekly;HPUX -> Automated;AIX;Deployment : 0.0, 0.94
Daily;Weekly;Automated;AIX -> Linux;HPUX;Deployment : 0.0, 0.94
Linux;Daily;Weekly;Automated -> AIX;HPUX;Deployment : 0.0, 0.94
Linux;Daily;Weekly;AIX -> Automated;HPUX;Deployment : 0.0, 0.94
Weekly;Automated;HPUX;Deployment -> Linux;Daily;AIX : 1.0, 1.0
Weekly;AIX;HPUX;Deployment -> Linux;Daily;Automated : 1.0, 1.0
Linux;Weekly;HPUX;Deployment -> Daily;Automated;AIX : 1.0, 1.0
Weekly;Automated;AIX;Deployment -> Linux;Daily;HPUX : 1.0, 1.0
Linux;Weekly;Automated;Deployment -> Daily;AIX;HPUX : 1.0, 1.0
Linux;Weekly;AIX;Deployment -> Daily;Automated;HPUX : 1.0, 1.0
Weekly;Automated;AIX;HPUX -> Linux;Daily;Deployment : 0.0, 0.94
Linux;Weekly;Automated;HPUX -> Daily;AIX;Deployment : 0.0, 0.94
Linux;Weekly;AIX;HPUX -> Daily;Automated;Deployment : 0.0, 0.94
Linux;Weekly;Automated;AIX -> Daily;HPUX;Deployment : 0.0, 0.94
Daily;Weekly;Automated;HPUX;Deployment -> Linux;AIX : 1.0, 1.0
Daily;Weekly;AIX;HPUX;Deployment -> Linux;Automated : 1.0, 1.0
Linux;Daily;Weekly;HPUX;Deployment -> Automated;AIX : 1.0, 1.0
Daily;Weekly;Automated;AIX;Deployment -> Linux;HPUX : 1.0, 1.0
Linux;Daily;Weekly;Automated;Deployment -> AIX;HPUX : 1.0, 1.0
Linux;Daily;Weekly;AIX;Deployment -> Automated;HPUX : 1.0, 1.0
Daily;Weekly;Automated;AIX;HPUX -> Linux;Deployment : 0.0, 0.91
Linux;Daily;Weekly;Automated;HPUX -> AIX;Deployment : 0.0, 0.91
Linux;Daily;Weekly;AIX;HPUX -> Automated;Deployment : 0.0, 0.91
Linux;Daily;Weekly;Automated;AIX -> HPUX;Deployment : 0.0, 0.91
Weekly;Automated;AIX;HPUX;Deployment -> Linux;Daily : 1.0, 1.0
Linux;Weekly;Automated;HPUX;Deployment -> Daily;AIX : 1.0, 1.0
Linux;Weekly;AIX;HPUX;Deployment -> Daily;Automated : 1.0, 1.0
Linux;Weekly;Automated;AIX;Deployment -> Daily;HPUX : 1.0, 1.0
Linux;Weekly;Automated;AIX;HPUX -> Daily;Deployment : 0.0, 0.91
Daily;Weekly;Automated;HPUX;Deployment -> Linux;AIX : 1.0, 1.0
Daily;Weekly;AIX;HPUX;Deployment -> Linux;Automated : 1.0, 1.0
Linux;Daily;Weekly;HPUX;Deployment -> Automated;AIX : 1.0, 1.0
Daily;Weekly;Automated;AIX;Deployment -> Linux;HPUX : 1.0, 1.0
Linux;Daily;Weekly;Automated;Deployment -> AIX;HPUX : 1.0, 1.0
Linux;Daily;Weekly;AIX;Deployment -> Automated;HPUX : 1.0, 1.0
Daily;Weekly;Automated;AIX;HPUX -> Linux;Deployment : 0.0, 0.94
Linux;Daily;Weekly;Automated;HPUX -> AIX;Deployment : 0.0, 0.94
Linux;Daily;Weekly;AIX;HPUX -> Automated;Deployment : 0.0, 0.94
Linux;Daily;Weekly;Automated;AIX -> HPUX;Deployment : 0.0, 0.94
Weekly;Automated;AIX;HPUX;Deployment -> Linux;Daily : 1.0, 1.0
Linux;Weekly;Automated;HPUX;Deployment -> Daily;AIX : 1.0, 1.0
Linux;Weekly;AIX;HPUX;Deployment -> Daily;Automated : 1.0, 1.0
Linux;Weekly;Automated;AIX;Deployment -> Daily;HPUX : 1.0, 1.0
Linux;Weekly;Automated;AIX;HPUX -> Daily;Deployment : 0.0, 0.94
Daily;Weekly;Automated;AIX;HPUX;Deployment -> Linux : 1.0, 1.0
Linux;Daily;Weekly;Automated;HPUX;Deployment -> AIX : 1.0, 1.0
Linux;Daily;Weekly;AIX;HPUX;Deployment -> Automated : 1.0, 1.0
Linux;Daily;Weekly;Automated;AIX;Deployment -> HPUX : 1.0, 1.0
Linux;Daily;Weekly;Automated;AIX;HPUX -> Deployment : 0.0, 0.91
Linux;Weekly;Automated;AIX;HPUX;Deployment -> Daily : 1.0, 1.0
Daily;Weekly;Automated;AIX;HPUX;Deployment -> Linux : 1.0, 1.0
Linux;Daily;Weekly;Automated;HPUX;Deployment -> AIX : 1.0, 1.0
Linux;Daily;Weekly;AIX;HPUX;Deployment -> Automated : 1.0, 1.0
Linux;Daily;Weekly;Automated;AIX;Deployment -> HPUX : 1.0, 1.0
Linux;Daily;Weekly;Automated;AIX;HPUX -> Deployment : 0.0, 0.94
Linux;Weekly;Automated;AIX;HPUX;Deployment -> Daily : 1.0, 1.0
Linux;Daily;Weekly;Automated;AIX;HPUX;Deployment ->  : 1.0, 1.0
Daily;Weekly -> Automated;Service;HPUX;Solaris;Deployment : 0.0, 0.94
Weekly;Deployment -> Daily;Automated;Service;HPUX;Solaris : 1.0, 1.0
Weekly;HPUX -> Daily;Automated;Service;Solaris;Deployment : 0.0, 0.94
Weekly;Automated -> Daily;Service;HPUX;Solaris;Deployment : 0.0, 0.94
Weekly;Solaris -> Daily;Automated;Service;HPUX;Deployment : 0.0, 0.94
Weekly;Service -> Daily;Automated;HPUX;Solaris;Deployment : 0.0, 0.94
Daily;Weekly;Deployment -> Automated;Service;HPUX;Solaris : 1.0, 1.0
Daily;Weekly;HPUX -> Automated;Service;Solaris;Deployment : 0.0, 0.91
Daily;Weekly;Automated -> Service;HPUX;Solaris;Deployment : 0.0, 0.91
Daily;Weekly;Solaris -> Automated;Service;HPUX;Deployment : 0.0, 0.91
Daily;Weekly;Service -> Automated;HPUX;Solaris;Deployment : 0.0, 0.91
Weekly;HPUX;Deployment -> Daily;Automated;Service;Solaris : 1.0, 1.0
Weekly;Automated;Deployment -> Daily;Service;HPUX;Solaris : 1.0, 1.0
Weekly;Solaris;Deployment -> Daily;Automated;Service;HPUX : 1.0, 1.0
Weekly;Service;Deployment -> Daily;Automated;HPUX;Solaris : 1.0, 1.0
Weekly;Automated;HPUX -> Daily;Service;Solaris;Deployment : 0.0, 0.91
Weekly;HPUX;Solaris -> Daily;Automated;Service;Deployment : 0.0, 0.91
Weekly;Service;HPUX -> Daily;Automated;Solaris;Deployment : 0.0, 0.91
Weekly;Automated;Solaris -> Daily;Service;HPUX;Deployment : 0.0, 0.91
Weekly;Automated;Service -> Daily;HPUX;Solaris;Deployment : 0.0, 0.91
Weekly;Service;Solaris -> Daily;Automated;HPUX;Deployment : 0.0, 0.91
Daily;Weekly;Deployment -> Automated;Service;HPUX;Solaris : 1.0, 1.0
Daily;Weekly;HPUX -> Automated;Service;Solaris;Deployment : 0.0, 0.94
Daily;Weekly;Automated -> Service;HPUX;Solaris;Deployment : 0.0, 0.94
Daily;Weekly;Solaris -> Automated;Service;HPUX;Deployment : 0.0, 0.94
Daily;Weekly;Service -> Automated;HPUX;Solaris;Deployment : 0.0, 0.94
Weekly;HPUX;Deployment -> Daily;Automated;Service;Solaris : 1.0, 1.0
Weekly;Automated;Deployment -> Daily;Service;HPUX;Solaris : 1.0, 1.0
Weekly;Solaris;Deployment -> Daily;Automated;Service;HPUX : 1.0, 1.0
Weekly;Service;Deployment -> Daily;Automated;HPUX;Solaris : 1.0, 1.0
Weekly;Automated;HPUX -> Daily;Service;Solaris;Deployment : 0.0, 0.94
Weekly;HPUX;Solaris -> Daily;Automated;Service;Deployment : 0.0, 0.94
Weekly;Service;HPUX -> Daily;Automated;Solaris;Deployment : 0.0, 0.94
Weekly;Automated;Solaris -> Daily;Service;HPUX;Deployment : 0.0, 0.94
Weekly;Automated;Service -> Daily;HPUX;Solaris;Deployment : 0.0, 0.94
Weekly;Service;Solaris -> Daily;Automated;HPUX;Deployment : 0.0, 0.94
Daily;Weekly;HPUX;Deployment -> Automated;Service;Solaris : 1.0, 1.0
Daily;Weekly;Automated;Deployment -> Service;HPUX;Solaris : 1.0, 1.0
Daily;Weekly;Solaris;Deployment -> Automated;Service;HPUX : 1.0, 1.0
Daily;Weekly;Service;Deployment -> Automated;HPUX;Solaris : 1.0, 1.0
Daily;Weekly;Automated;HPUX -> Service;Solaris;Deployment : 0.0, 0.91
Daily;Weekly;HPUX;Solaris -> Automated;Service;Deployment : 0.0, 0.91
Daily;Weekly;Service;HPUX -> Automated;Solaris;Deployment : 0.0, 0.91
Daily;Weekly;Automated;Solaris -> Service;HPUX;Deployment : 0.0, 0.91
Daily;Weekly;Automated;Service -> HPUX;Solaris;Deployment : 0.0, 0.91
Daily;Weekly;Service;Solaris -> Automated;HPUX;Deployment : 0.0, 0.91
Weekly;Automated;HPUX;Deployment -> Daily;Service;Solaris : 1.0, 1.0
Weekly;HPUX;Solaris;Deployment -> Daily;Automated;Service : 1.0, 1.0
Weekly;Service;HPUX;Deployment -> Daily;Automated;Solaris : 1.0, 1.0
Weekly;Automated;Solaris;Deployment -> Daily;Service;HPUX : 1.0, 1.0
Weekly;Automated;Service;Deployment -> Daily;HPUX;Solaris : 1.0, 1.0
Weekly;Service;Solaris;Deployment -> Daily;Automated;HPUX : 1.0, 1.0
Weekly;Automated;HPUX;Solaris -> Daily;Service;Deployment : 0.0, 0.91
Weekly;Automated;Service;HPUX -> Daily;Solaris;Deployment : 0.0, 0.91
Weekly;Service;HPUX;Solaris -> Daily;Automated;Deployment : 0.0, 0.91
Weekly;Automated;Service;Solaris -> Daily;HPUX;Deployment : 0.0, 0.91
Daily;Weekly;HPUX;Deployment -> Automated;Service;Solaris : 1.0, 1.0
Daily;Weekly;Automated;Deployment -> Service;HPUX;Solaris : 1.0, 1.0
Daily;Weekly;Solaris;Deployment -> Automated;Service;HPUX : 1.0, 1.0
Daily;Weekly;Service;Deployment -> Automated;HPUX;Solaris : 1.0, 1.0
Daily;Weekly;Automated;HPUX -> Service;Solaris;Deployment : 0.0, 0.94
